StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q33,Q156,Q35,Q40,Q41,Q42,Q52,Q49,Q50,Q51,Q53,Q82,Q83,Q160,Q94a,Q95a,Q159,Q94b,Q95b,Q96b,Q100,Q101,Q102,Q106,Q107,Q108,Q112,Q113,Q114,Q115,Q118,Q119,Q157,Q158,Q122,Q126,Q129,Q135,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-27 17:13:44,2018-05-27 17:46:32,IP Address,,100,1967,True,2018-05-27 17:46:32,R_3mh3D6AZ4884mP0,,,,,,,anonymous,HE,נקבה,21,0,כן,תואר ראשון,1,כן,"חושף את המשבצות המתאימות בהינתן המשבצת שנלחצה ע""י המשתמש",,,,,,,מחשב את השכר המגיע לעובד בהינתן מספר השעות שהוא עבד והשכר השעתי שלו.,"מייצג את מספר השעות שהעובד עבד, נועד לצורך חישוב השכר הכולל.","הפרמטר rate מייצג את השכר השעתי של העובד, נועד לצורך חישוב השכר הכולל.",return hours*rate,,,,,,,,,,,,,,,,,,,,"מחשבת את הרווח הצפוי ממכירת units יחידות של הגלידה במחיר price כל אחת, בהינתן שההוצאה על גלידה אחת היא cost.",מייצג את מספר הגלידות הנמכר,מייצג את העלות של אורי לגלידה אחת,מייצג את המחיר בו אורי מוכר יחידה של גלידה,מניע את המעלית לכיוון הקומה הרצויה בהינתן מספר הקומה הרצוי.,"for floor in range(1,MAX_FLOOR+1): moveTo(floor) openDoor()  בהנחה שmoveTo הוא קטע הקוד שסתיו מימשה. ",,,,,,,"[5,7,9]","משנה את הגודל של התמונה ביחס לfactor שניתן לה, (גדול מ1 מגדיל אותה וקטן מ1 מקטין אותה).",width *= factor,,
2018-05-27 17:34:50,2018-05-27 17:46:47,IP Address,,100,717,True,2018-05-27 17:46:47,R_3s6ve75lrwy3fZm,,,,,,,anonymous,HE,זכר,25,11,כן,תואר ראשון,2,כן,חוסף את המשבצת בשורה ובטור הנתונים,,,,,,,pays an employee for given hours at a given rate,how many hours to pay for,there is no pay param,return hours*rate,,,,"puts an X or O in the given location, depending on which players turn it is",the row where the X or O should be marked,the column where the X or O should be marked,,,,,,,,,,מחשב את הרווח הכספי שיתקבל במכירת units במחיר ייצור cost ובמחיר מכירה price,מספר היחידות ,עלות ייצור,מחיר מכירה,,,,,,,,,,,,,"[5,7,9]",משנה את גודל התמונה לפי הfactor,img.width *= sqrt(factor),,
2018-05-27 17:37:37,2018-05-27 17:48:52,IP Address,,100,675,True,2018-05-27 17:48:53,R_vIUTYy2oSCjaM49,,,,,,,anonymous,HE,זכר,26,0,כן,תואר ראשון,2,,,,,,,,,Houres *rate,כמה שעות עבודה,מחיר לשעה,מחיר כפול שעה,,,,,,,,,,Sort files,List of files,List,,,,,,,,,,,,,,,,,,,,,מקטינה את גודל התמונה,SetWidth,,
2018-05-27 17:34:48,2018-05-27 17:49:44,IP Address,,100,895,True,2018-05-27 17:49:45,R_2WTOlFcThcYPCvw,,,,,,,anonymous,HE,זכר,26,10,כן,תואר ראשון,2,,,,,,,,,"אם זאת פונקציית מחלקה של העובד אז משלם לעובד hours*rate שקלים, אחרת אין לי שמץ של מושג",כמה שעות העובד עבד,אין pay parameter,,,,,,,,,,,,,,למיין את הקבצים לפי השם,רשימת הקבצים,רשימה ממויינת של קבצים,,,,,,,,,,,,,int,1 או 2,אובייקט שמתאר את השחקנים,,"[5,7,9]",מכפילה את הגודל ב-factor,image.width *= factor,,
2018-05-27 17:23:13,2018-05-27 17:50:25,IP Address,,100,1631,True,2018-05-27 17:50:25,R_1kLGA1PaQ5j0306,,,,,,,anonymous,HE,זכר,20,1,כן,תואר ראשון,1,,,Yes,to show what is in the cell,,,,,,,,,,,,,,,,,,sorts the files alphabetically   ,"int is an array of files, that you want sorted",a sorted array of files,,,,,,,,,,,,,,,,Player,"playerA,playerB",to update the player after a loss or victory ,type player and they can be player one or player two,"[1,2,3,4,5,6]",,,,
2018-05-27 17:42:21,2018-05-27 17:54:47,IP Address,,100,746,True,2018-05-27 17:54:48,R_23VLrSECeK8EJsT,,,,,,,anonymous,HE,נקבה,26,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,מיון הקבצים בסדר ליקסוגרפי,אובייקט שמכיל את שמות כל הקבצים במערכת - טיפוס list או אובייקט מיוחד שבנינו מסוג FIles,רשימה ממויינת,"מה הרווח שניתן לקבל בהינתן כמות היחידות, עלות ליצירת יחידה, רווח ממכירה",כמות יחידות,כמה עולה לייצר יחידת מוצר,בכמה מוכרים יחידת מוצר,,,,,,,,,,,,,,מחשבת גודל מחדש בהינתן הפקטור לפיו יש לעצב מחדש,new_width=width,,
2018-05-27 17:41:45,2018-05-27 17:55:11,IP Address,,100,806,True,2018-05-27 17:55:12,R_1rHdeDBBM4pWctw,,,,,,,anonymous,HE,זכר,27,7,כן,תואר ראשון,2,,,,,מחשב כמה כסף העובד צריך לקבל,מספר השעות שהעובד עסד,שכר לשעה,return hours*rate,,,,,,,,,,,,,,,,,,,,,,,,מחשבת כמה רווח אפשר לעשות ממספר יחידות נתון,מספר היחידות הנתון,מחיר עלות ליחידה,מחיר מכירה ליחידה,decides wether the elevator should go up or down,,,,,,,,,מגדילה או מקטינה אובייקט בפאקטור מסויים(לרוב עי כפל) ,pic.width = newWidth,,
2018-05-27 14:00:05,2018-05-27 18:06:48,IP Address,,100,14802,True,2018-05-27 18:06:48,R_2eXTJhilPEnnKAW,,,,,,,anonymous,HE,זכר,47,25,כן,דוקטורט ומעלה,1,,,,,,,,,,,,,Places a x or o at that location,,,,,,,,,,,,לא ברור,,,,,,,(price-cost)*units,,,,,,,,,,,,"(1,2,3,4,5,6)",,,,
2018-05-27 17:46:20,2018-05-27 18:13:08,IP Address,,100,1608,True,2018-05-27 18:13:09,R_xaRFQen0RbDYMKd,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,to put x or O,choose row,choose column,,,,,,,,,,,,,,,,,,,int,"0, 1, 2",know what was played,"0, 1 ,2",,,,,
2018-05-27 18:22:50,2018-05-27 18:38:47,IP Address,,100,956,True,2018-05-27 18:38:47,R_2THteUvAIScNKzp,,,,,,,anonymous,HE,נקבה,24,1,כן,תואר ראשון,2,כן,חושף את המשבצת עליה שצריכה להחשף בסיום התור. (כלומר אם היא נלחצה או אם היא חלק מקבוצה),,,,,,,"מחשב את כמות השעות שהעובד עבד ואת השכר לשעה שלו, ומחזיר את סך כל המשכורת שלו בהינתן כמות השעות שהוא עבד(hours).",כדי לדעת כמה שעות הוא עבד ,שכר לשעה עבור עובד מסוים,"pay(hours,rate) return hours*rate",,,,זה בודק האם המשבצת פנויה ומסמנת את המשבצת לפי המיקום שלה לפי השורה והטור שלה והשחקן הנוכחי.,שורה בלוח,עמודה בלוח,,,,,,,,,,,,,,,,,,,,,,boolean,"true-A, false-B",להבדיל בין שחקן אחד לשחקן שתיים,"הם יכולים להיות מחרוזות, מספרים, אובייקטים מסוג שחקן","[5,7,9]",,,,
2018-05-27 19:04:15,2018-05-27 19:06:59,IP Address,,100,163,True,2018-05-27 19:07:00,R_1Gy6yiSEnzUFiYh,,,,,,,anonymous,HE,זכר,30,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 20:08:32,2018-05-27 20:37:35,IP Address,,100,1742,True,2018-05-27 20:37:35,R_1CfDt9366qxrjha,,,,,,,anonymous,HE,זכר,25,6,כן,תואר ראשון,1,כן,חושפת את המשבצת בשורה ועמודה הנתונות.,,,,,,,,,,,,,,,,,ביצוע מהלך של השחקן הנוכחי בקאורדינאטה הנתונה.,השורה אותה השחקן בחר.,העמודה אותה השחקן בחר.,"Given an array of files, returns the same array with the same files sorted by their the name field.",The files parameter is an array of files (File[]).,"The pointer to the same array, sorted by names. It could also be void.",,,,,,,,,,,,"Given the destination floor and the current floor, the code decides which direction the elevator should go to now, and how many floors it should move in that direction.",if (isDoorOpened())    closeDoor() while (currentFloor &lt;= TOP_FLOOR)    go_up(1)    openDoor()    wait(5 * SECOND)    closeDoor(),,,Pointer to the winning player or a constant number,"player1, player2, null (no one won)",עצמים המייצגים את השחקנים או את הבחירות שלהם,Player object or an Enum shape,,,,,
2018-05-27 20:08:23,2018-05-27 20:53:01,IP Address,,100,2677,True,2018-05-27 20:53:01,R_2zXXTOE9QilNudt,,,,,,,anonymous,HE,זכר,26,5,כן,תואר ראשון,2,,,,,מעביר את המשכורת לעובד לפי מספר השעות שהוא עבד והשכר השעתי שלו.,לתת לפונקציה את מספר השעות עליהם העובד צריך לקבל שכר,לתת לפונקציה את כמו הכסף שהעובד אמור להרוויח לשעה אחת,"pay(hours, rate): 	amountOfMonetToPay = hours*rate 	this.trasferMoney(amountOfMonetToPay)",,,,,,,,,,,הלוגיקה שמריצה כל שחקן קוראת לפונקציה זו על מנת לבצע מהלך במשחק.,לתת לפונקציה את שורת היעד של המהלך המבוקש,לתת לפונקציה את עמודת היעד של המהלך המבוקש,"returns a list (an array) of files, arranged by name",it's an array of size objects and those are the files that will be returned sorted,"an array of files, sorted by name",,,,,,,,,,,,,,"הקוד בוחן את הקומה אליה רוצה הסטודנט להגיע בהשוואה לקומה בה הוא נמצא כעת. בהתבסס על זה, הקוד יסיע את המעלית לקומה הרלוונטית ע""י תנועה בכיוון הרלוונטי.",for each floor in numberOfFloors: 	go_up(1) 	open_elevator_door() ,,,,,,משנה את הגודל (בפיקסלים) של התמונה בפקטור שניתן בפרמטר,this.width = this.width/factor,,
2018-05-27 17:26:15,2018-05-27 23:14:41,IP Address,,100,20906,True,2018-05-27 23:14:42,R_3fVpJDdNh44p6wi,,,,,,,anonymous,HE,זכר,20,2,כן,תואר ראשון,2,,,,,משלם לעובדים,מספר השעות שעבד העובד,הכסף ששעה של העובד שווה,return hours*rate,,,,,,,,,,,,,,,,,כדי לסדר בסדר אלפאבתי את הקבצים files,לתת פוינטר למערך קבצים,מערך חדש עם קבצים מסודרים לפי האלפבית,,,,,Returns the profit we can make by buying units of something,Know how many units we are buying,know the cost of each unit,the price we are going to sell each unit,Get buttons that are pressed and decide if to go up or down,While(button_pressed) go-up(1) open_door() Close_door(),,,Player,"player,int,string",להעביר לפונקציה פוינטר לשחקנים,Class player,"[5,7,9]",,,,
2018-05-27 18:50:20,2018-05-28 01:37:37,IP Address,,100,24437,True,2018-05-28 01:37:37,R_10ZOQLWkspyHX8C,,,,,,,anonymous,HE,זכר,24,5,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחזיר את הסכום שצפוי בעל העסק להרוויח ממכירת היחידות לפי המחירים.,כמות היחידות שבעל העסק רוצה לקנות ולמכור.,כמה עולה לקנות כל יחידה.,בכמה אפשר למכור כל יחידה.,,,,,Takes the elevator to the floor specified by var1,For I in range (floors):     go_up(1),,,Boolean,"Boolean, enum, int, string",אובייקטים המכילים מידע על השחקנים.,מחלקות המכילות את המצב של השחקנים במשחק.,"[5,7,9]",,,,
2018-05-27 14:50:10,2018-05-28 07:48:19,IP Address,,100,61089,True,2018-05-28 07:48:19,R_1liVppM8Pc0JFjg,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,כן,חושפת את המידע על המשבצת במיקום הנתון,,,,,,,,,,,,,,"מבצעת את התור של השחקן הנוכחי, סימון איקס במשבצת הנתונה( או עיגול בהתאם לשחקן)",קאורדינטה  של השורה,קאורדינטה של העמודה,,,,,,,,,,,,,,מחשבת מה הרווח מהמכירות,כמה סנדוויצ'ים של גלידה נמכרו,כמה עלה לו עבור כל סנדוויץ גלידה,בכמה הוא מוכר כל סנדוויץ ,,,,,משתנה בוליאני,0 לניצחון של משתנה A אחרת 1 לניצחון B,להחזיק את המידע שמייצג את כל אחד משני השחקנים ,אובייקט לכל אחד מהשחקנים שמחזיק את השדות הרלוונטים לשחקן,"[1,2,3,4,5,6] ",משנה את המיימדים של הפקטור הנתון,Width=30,,
2018-05-27 16:12:00,2018-05-27 16:23:18,IP Address,,58,677,False,2018-05-28 09:48:41,R_2zZ0nLLtvgooLFG,,,,,,,anonymous,HE,זכר,26,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"משנה את גודל התמונה, ע""י מכפלה בפקטור הניתן כפרמטר",width *= factor,,
2018-05-27 16:07:42,2018-05-27 17:47:25,IP Address,,87,5983,False,2018-05-28 09:48:45,R_vGPjVD3my4XCdnr,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,5,,,,,,,,,,,,,,,,,,,,,,uses a sort method to sort the filenames lexicographically,an array of strings,nothing,,,,,,,,,,,,,,,,boolean,"true, false",MACRO,"0, 1","[5,7,8]",changes the size of the picture by the factor given,pic.width = pic.width/factor,,
2018-05-27 16:12:55,2018-05-27 16:18:40,IP Address,,50,345,False,2018-05-28 09:48:52,R_ufBCMpQMv3lV6CJ,,,,,,,anonymous,HE,נקבה,26,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,player,"player1, player2, default no-winner,  player",,,,,,,
2018-05-27 09:46:58,2018-05-27 09:57:16,IP Address,,96,618,False,2018-05-28 09:48:53,R_3s5lkJRubDnrp9c,,,,,,,anonymous,HE,זכר,25,3,כן,תואר ראשון,3,,,Yes,,,,,,,,,,,,,,,,,,,,,,סידור הקבצים באופן ממוין לפי שמם,להגיד את גודל האובייקטים int,רשימה ממויינת של קבצים,,,,,,,,,,,,,,,,,,,,,
2018-05-27 16:02:37,2018-05-27 16:16:26,IP Address,,95,828,False,2018-05-28 09:48:54,R_3EyxFiDqQJulVz7,,,,,,,anonymous,HE,זכר,22,2,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,String,"Player1.toString, player2.toStrin",גישה לשדה שמאפשר לדעת איזה מן השלקנים ניצח ,String,"[5,7,9]",משנה את גודל התמונה ביחס לפקטור הנתון,object.setWidth = val,,
2018-05-27 12:00:31,2018-05-27 12:07:36,IP Address,,83,425,False,2018-05-28 09:48:54,R_21i7Zk3k5jSKNnO,,,,,,,anonymous,HE,זכר,31,10,כן,תואר ראשון,4,כן,חושף את התא בקואורדינטה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משנה את רזולוציית התמונה,this.width = this.width * factor,,
2018-05-27 16:43:05,2018-05-27 16:49:02,IP Address,,52,357,False,2018-05-28 09:51:34,R_O0YylGk2A6jxDKV,,,,,,,anonymous,HE,זכר,24,4,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 16:25:05,2018-05-27 16:30:11,IP Address,,59,305,False,2018-05-28 09:52:24,R_2wbQNvi2g91Q5pE,,,,,,,anonymous,HE,נקבה,24,0,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 16:25:44,2018-05-27 16:29:49,IP Address,,74,245,False,2018-05-28 09:52:26,R_1BYsmsuVxSEMjVJ,,,,,,,anonymous,HE,זכר,24,5,כן,תואר ראשון,2,,,,,,,,,"Execute payment to all employees per hour, in a specific rate",Hours to pay for,The amount of money per time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 16:13:32,2018-05-27 16:27:28,IP Address,,81,836,False,2018-05-28 09:52:29,R_xmFP91OtB4frUK5,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,לסדר את רשימה של קבצים לפי השם בסדר לקסי,מערך של מצביעים לקבצים,כלום. מסדרת במקום,,,,,,,,,,,,,,,,,,משנה גודל של תמונה,Img.width +=factor,,
2018-05-27 16:14:44,2018-05-27 16:16:30,IP Address,,63,106,False,2018-05-28 09:52:29,R_23Wa5JJxvgN3h6C,,,,,,,anonymous,HE,,25,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משנה גודל של תמונה ,Width*=factor,,
2018-05-27 17:07:30,2018-05-27 17:11:22,IP Address,,77,232,False,2018-05-28 09:58:22,R_2CJRojhkvPoIcZ3,,,,,,,anonymous,HE,זכר,24,3,כן,תואר ראשון,1,,,Yes,,,,,,,,,,,,,,,,תור משחק,מספר שורה,מספר טור,,,,,,,,,,,,,,,,,,,char,"A,B",שם של שחקן,"אות, או A או B",,,,,
2018-05-27 16:59:46,2018-05-27 17:10:41,IP Address,,72,654,False,2018-05-28 09:58:54,R_e9DbBA9HxmBVwGJ,,,,,,,anonymous,HE,נקבה,23,1,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,"סידור הקבצים ע""פ שמותיהם",סטרינג - path של הקבצים,קובץ טקסט עם השמות מסודרים,,,,,,,,,,,,,int,"1, 2",להציג את התוצאה באופן נח,int 1 2,,,,,
2018-05-27 17:05:51,2018-05-27 17:36:08,IP Address,,74,1817,False,2018-05-28 10:05:51,R_3Ukv2sxBpnE1hAd,,,,,,,anonymous,HE,נקבה,,,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,לבצע פנייה על הלוח,לקבוע באיזו שורה אנחנו,לקבוע באיזו עמודה אנחנו,,,,,,,,,,,,,,,,,,,,,,,,משנה את גודל התמונה,I have no clue,,
2018-05-27 16:20:23,2018-05-27 19:03:49,IP Address,,68,9805,False,2018-05-28 10:06:06,R_2ZNO4jmofZBiDpw,,,,,,,anonymous,HE,זכר,24,4,כן,תואר ראשון,2,,,,,,,,,,,,,שם במיקום הנתון איקס או עיגול בהתאם ליחס של איקסים ועיגולים (כלומר לשים את הסימן המתאים),באיזו שורה לשים את הסימן,באיזו עמודה לשים את הסימן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקטינה או מגדילה את התמונה פי הפקטור,width*=sqrt(factor),,
2018-05-27 16:14:08,2018-05-27 17:30:52,IP Address,,79,4603,False,2018-05-28 10:06:10,R_2A0Wq7Vm9HROO94,,,,,,,anonymous,HE,נקבה,25,2,כן,תואר ראשון,2,,,Yes,To show what is on the board in the specific row and col,,,,,,,,,,,,,,,,,,Arrange all files by their alphabetic order in a list,List of file names,A new list,,,,,,,,,,,,Checks if the floor we want to go to with the elevator is higher or lower than the current floor we are on.,"for (int i=1, i&lt;=last_floor;i++) go_up(1)",,,,,,,,,,,
2018-05-27 17:11:44,2018-05-27 17:44:31,IP Address,,91,1967,False,2018-05-28 10:08:29,R_2D5LXPNZaFtGE6K,,,,,,,anonymous,HE,נקבה,24,1,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחשב את הרווח ממכירת הגלידות,יחידות קסטה,עלות מוצרים,מחיר המכירה,,,,,,,,,,,,,"5,7,9",,,,
2018-05-27 17:11:23,2018-05-27 17:17:36,IP Address,,69,372,False,2018-05-28 10:08:43,R_2SdZRCu4SJktvce,,,,,,,anonymous,HE,זכר,23,5,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Checks which direction the elevator was ordered to go and tell it to go in that direction,,,,Int ,"1,2",הבחירה של כל שחקן,"String,int אבן נייר מספריים 1 2 3",,,,,
2018-05-28 09:34:54,2018-05-28 10:09:58,IP Address,,100,2103,True,2018-05-28 10:09:59,R_2zcmWxpoEPzP0IB,,,,,,,anonymous,HE,זכר,19,3,כן,תואר ראשון,3,כן,מבצע את הקוד שיטפל בלחיצה על משבצת,,,,,,,משלם משכורת,כמות השעות שהעובד עבד,משכורת?,Money +=hours*rate,,,,מסמנת תור במקום המתאים לפי הפרמטרים. ניתן לדעת האם זה האיקס או העיגול לפי מספרים האיקסחם והעיגולים על הלוח,השורה בה עושים את התור,הטור שבו עושים את התור,,,,,,,מיון הקבצים בסדר לקסיקוגרפי,בפרמטר זה מבנה הנתונים ששומר את הקבצים,קוד שגיאה/ הצלחה או שהיא מחזירה void,,,,,,,,,,,,,int,"0, 1",מה שהשחקנים בחרו,"שניהם int והערכים הם 0,1,2 (כלומר ומסדרים את זה עם קבועים בתחילת הקוד)",,,,,
2018-05-27 17:45:56,2018-05-27 17:51:39,IP Address,,50,342,False,2018-05-28 10:13:06,R_1IGW4AMIaYVmjY7,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משנה את הזיכרון לפי FACTORING שקבענו,this.width = width ?? והפונ' היא SETWIDTH?,,
2018-05-27 17:24:45,2018-05-27 17:50:19,IP Address,,62,1534,False,2018-05-28 10:13:35,R_2YrAZJUBC4td8yk,,,,,,,anonymous,HE,זכר,23,2,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 17:37:23,2018-05-27 18:00:03,IP Address,,96,1359,False,2018-05-28 10:13:35,R_2ruqdaotC2GVkos,,,,,,,anonymous,HE,זכר,28,1,כן,תואר ראשון,1,,,,,מוסיף תשלום חודשי למאזן של העובד,מס השעות החודשיות,דירוג כלשהו לפיו נקבע השכר,this.balance += hours *rate,,,,,,,,,,,,,,,,,מקבלת מספר קבצים ומחזירה אותם לפי הסדר,files[] array,files[] array,,,,,,,,,,,,,Player,"player1, player2","maybe kind of rook, paper, or misparim",Player Tipe value: rook ect.,FALSE,,,,
2018-05-27 18:54:29,2018-05-27 19:07:02,IP Address,,96,752,False,2018-05-28 10:15:08,R_3fqjgPhtcGJ8yJ1,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,1,,,Yes,לחשוף את מה שבריבוע הנתון ,,,,,,,,,,,,,,,,,,,,,למיין את הקבצים בהתאם לשם ,,לא מחזירה כלום (void),,,,,Calculates the profit pro will make,How many units will be made and than sold,How much codes it cost to make the unit,How much will the unit sell for,,,,,,,,,,משנה את גודל התמונה ( מספר הפיקסלים) ,Image.width =image.width/factor,,
2018-05-28 10:11:25,2018-05-28 10:26:17,IP Address,,100,891,True,2018-05-28 10:26:17,R_2aPjxqt0W4QWnH9,,,,,,,anonymous,HE,זכר,24,1,כן,תואר ראשון,2,,,Yes,לחשוף את המיקום הספיצפי בלוח,משלם לעובד לפי השעות והשכר לשעה ,כמות השעות שהעובד עבד,השכר לשעה של העובד,return hour*rate,,,,,,,,,,,,,,,,,,,,"מחשב את הרווח עבור כמות קסטות, עלות קסטה ומחיר לקסטה",כמות קסטות,עלות קסטה,מחיר קסטה,,,,,,,,,,,,,"[1,2,3,4,5,6]",,,,
2018-05-28 15:51:53,2018-05-28 16:12:27,IP Address,,100,1234,True,2018-05-28 16:12:27,R_1qUQi9LShj8W5n1,,,,,,,anonymous,HE,זכר,27,9,כן,תואר ראשון,1,,,,,,,,,"pay the employee - for example, if employee implement the interface - worker.pay(6, 20)",How many hours the employee worked / needs to payed on,The hourly wage,"pay(hours, rate) {     this.bankDetails.transfer(hours * rate); }",,,,,,,,,,,,,,,,,,,,Tells Ori how much he's going to profit for selling X units according to the price he paid for making them and the selling price,How many units of sandwiches were sold or to be sold,The cost to create each sandwich,The selling price of each sandwich,,,,,int / string,"'-1, 0, 1 / winner_name",להעביר את המידע על השחקנים המשתתפים,"טיפוסים מסוג Player, והערכים האפשריים הם כל אינסטנט תקין של Player","[1,2,3,4,5,6]","תשנה את הגודל של התמונה עליה היא הופעלה (randomImage.resize), לפי הפרמטר הנשלח (1 זה הגודל המקורי - לדוגמה 1.5 מגדיל, 0.6 מקטין)",resize (factor) { this.width *= factor; },,
2018-05-27 19:56:21,2018-05-27 20:07:59,IP Address,,81,698,False,2018-05-28 18:42:07,R_1dzy1f7eAhClYJI,,,,,,,anonymous,HE,נקבה,26,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"או בוליאני או אותו הטייפ כמו playerA ו playerB, שזה בטח מחלקה בשם Player",אם מחזירים את השחקן המנצח אז playerA או B אחרת 0 או 1,לתת לפונקציה מידע על מי השחקנים המשתתפים ,מניחה שהטיפוס הוא אינסטנס של מחלקה בשם player והערכים האפשריים הן כל השחקנים שנוצרו עד כה בתכנית. ובתוך כל שחקן יש שדה של מה הוא בחר למשחק ושם מופיע אבן נייר או מספריים,,משנה את גודל התמונה להיות גדולה/קטנה יותר פי הפאקטור,width=width*sqrt(width),,
2018-05-28 14:14:02,2018-05-28 14:15:49,IP Address,,60,107,False,2018-05-28 22:52:34,R_3O36NEYAZe5x7rb,,,,,,,anonymous,HE,נקבה,27,2,כן,תואר שני,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,7,9",,,,
2018-05-28 10:26:58,2018-05-28 10:33:59,IP Address,,71,420,False,2018-05-28 22:52:34,R_3MtBbEgeegsNWhT,,,,,,,anonymous,HE,זכר,27,1,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,לסדר קבצים לפי שם,"להגדיר איזה קבצים רוצים לסדר, טיפוס סוגים שונים של קבצים","כלום, היא מסדרת את הקבצים לפי שם ואז מפסיקה או מחזירה תשובה שהיא סיימה את פעולתה",,,,,,,,,,,,,,,,,,,,,
2018-05-27 17:54:41,2018-05-28 00:18:09,IP Address,,66,23008,False,2018-05-28 22:52:35,R_2dth4zP4U5zNUn7,,,,,,,anonymous,HE,זכר,25,0,כן,תואר ראשון,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משנה את גודלו של פקטור,,,
2018-05-28 23:35:45,2018-05-28 23:58:24,IP Address,,100,1359,True,2018-05-28 23:58:24,R_2AWGQGi3wkY4tbd,,,,,,,anonymous,HE,זכר,21,4,כן,תואר ראשון,1,,,Yes,Returns value of data structure above in given coordinates,,,,,Calculates wage of worker by multiplying hourly wage in hours,Knowing how many hours worker worked,Hourly wage,Return (hours*rate)i,,,,,,,,,,,,,,,,,,,,Calculates how much money can he make by selling sandwiches in number units,To multiply difference of price-cost,To calculate how much sandwiches cost to seller,To know in how much he sells them,,,מעלה או מוריד את המעלית במספר הקומות הדרוש,For(int i=0;i&lt;length;i++){i OpenDoor CloseDoor GoTo(i+1)i {  ,,,,,"5,7,9",,,,
